Date,DIA,GS.N,NKE.N,CSCO.OQ,JPM.N,DIS.N,INTC.OQ,DOW.N,MRK.N,CVX.N,AXP.N,VZ.N,HD.N,WBA.OQ,MCD.N,UNH.N,KO.N,JNJ.N,MSFT.OQ,HON.OQ,CRM.N,PG.N,IBM.N,MMM.N,AAPL.OQ,WMT.N,CAT.N,AMGN.OQ,V.N,TRV.N,BA.N
8/23/2022 20:00,329.14,340.18,110.68,47.41,115.48,114.83,33.96,55.615,90.21,161.94,157.33,43.47,306.73,37.44,260.6,535.88,64.27,166.13,276.43,197.47,175.9,146.44,134.73,141.76,167.24,134.03,197.19,244.46,206.81,168.31,160.07
8/23/2022 21:00,329.11,340.18,110.68,47.41,115.52,114.86,33.95,55.62,90.2,161.99,157.33,43.47,306.9,37.44,260.54,535.8,64.27,166.13,276.44,197.55,176,146.45,134.74,141.75,167.23,134,197.21,244.47,206.8,168.29,160.07
8/24/2022 15:00,329.5,341.735,111.3,47.19,115.41,116.15,33.77,55.08,89.85,161.66,158.9,43.45,307.62,36.84,260.44,537.48,64.37,165.29,275.59,197.28,179.385,146.33,133.75,140.52,166.66,134.51,196.73,243.74,207.03,168.18,162.84
8/24/2022 16:00,330.75,344.11,112.18,47.305,116.25,117.14,33.9,54.95,90.2,161.22,158.8,43.54,309.53,36.965,261.635,538.47,64.48,166.04,276.97,198.31,180.34,146.35,134.09,141.2,167.54,135.09,196.54,244.75,207.9,168.48,163.72
8/24/2022 17:00,329.385,341.89,112.03,47.175,115.59,116.48,33.73,54.63,89.91,161.24,158.56,43.55,308.23,36.71,261.085,535.88,64.13,165.22,275.98,197.375,179.695,145.36,133.26,140.06,167.37,134.77,195.14,243.82,207.41,167.46,162.82
8/24/2022 18:00,329.33,341.56,111.58,47.11,115.08,116.87,33.685,54.11,90.02,161.17,158.73,43.55,308.47,36.605,260.765,536.95,64.165,165.41,275.8,197.16,180.83,145.48,133.28,139.92,167.56,135,194.3,244.27,206.93,167.32,162.45
8/24/2022 19:00,329.61,341.58,111.78,47.075,115.43,116.92,33.74,54.14,90.18,161.53,158.9,43.605,308.43,36.65,260.47,537.59,64.21,165.72,276.19,197.39,180.69,145.8,133.21,140.77,167.77,135.06,193.57,244.23,206.66,168.03,162.66
8/24/2022 20:00,329.87,341.96,111.41,47.06,115.82,116.48,33.86,54.24,90.06,163.19,159.17,43.58,308.25,36.77,260.93,536.52,64.37,165.58,275.86,197.81,180.38,145.81,133.24,141.11,167.63,135.03,194.15,244.49,206.77,168.55,163.64
8/24/2022 21:00,329.86,341.94,111.41,47.07,115.8,116.41,33.86,54.24,90.01,163.19,159.13,43.55,308.11,36.77,260.86,536.46,64.36,165.58,275.79,197.79,180.01,145.82,133.23,141.04,167.53,134.97,194.16,244.49,206.67,168.49,163.6
8/25/2022 15:00,331.19,344.96,113.09,47.29,117.81,117.37,34.54,55.1,89.67,163.42,161.02,43.775,308.87,37.04,262.36,536.08,64.42,165.76,276.9,199.46,168.5,145.6,134.39,142.35,169.27,135.7,198.15,244.96,208.59,169.9,168.04
8/25/2022 16:00,330.2681,344.44,112.3,47.07,117.89,116.61,34.665,55.06,89.37,163.49,160.93,43.64,306.23,36.91,261,533.35,64.21,165.62,275.77,198.6,168.78,145.15,133.91,141.59,169.05,135.59,197.5,244.7,208.28,169.77,167.46
8/25/2022 17:00,329.96,344,111.92,47.17,117.68,116.39,34.675,54.92,89.21,163.65,160.56,43.67,306.67,36.81,260.36,534.01,63.99,165.02,275.74,198.42,170.87,144.62,133.31,140.98,168.66,135.65,197.8,243.9,208,169.02,167.91
8/25/2022 18:00,331,345.25,112.29,47.43,118.26,116.96,34.73,55.075,89.43,163.63,161.15,43.72,308.27,36.88,261.2,535.79,64.39,165.62,276.78,199.16,171.43,144.76,133.53,141.64,169.22,135.63,198.38,244.565,209.32,169.17,168.08
8/25/2022 19:00,330.98,344.59,112.21,47.04,117.72,116.74,34.61,55.26,89.76,164.11,161.29,43.66,307.96,36.735,261.41,537.68,64.44,165.86,276.52,198.85,170.21,144.98,133.24,141.32,169.24,135.59,198.25,244.73,208.7,168.99,168.35
8/25/2022 20:00,333.12,346.8,113.24,47.27,118.62,117.48,34.9,55.77,90.33,164.68,162.27,43.75,309.94,36.79,262.67,542,64.7,167.19,279,200.43,174.02,145.74,133.985,142.8,170.13,135.92,198.9,245.67,209.91,168.91,169.48
8/25/2022 21:00,333.15,346.49,113.22,47.27,118.55,117.46,34.89,55.76,90.27,164.62,162.23,43.74,309.78,36.8,262.56,541.57,64.67,167.13,278.85,200.43,173.91,145.7,133.98,142.76,170.03,135.87,198.88,245.68,209.82,168.98,169.38
8/26/2022 15:00,328.86,341.42,110.48,46.4,117.31,115.73,34.17,54.61,90.41,164.07,159.66,43.385,303.66,36.21,260.06,538.98,63.98,166.24,274.09,197.45,170.29,144.42,131.33,139.88,167.6,134.28,196.46,243.96,205.85,167.9,167.17
8/26/2022 16:00,327.38,339.81,109.2,46.29,116.715,115.425,33.97,54.54,90.22,163.63,158.975,43.35,301.99,36.115,259.8,536.51,63.87,166.15,272.33,196.82,168.4,143.98,131.14,138.68,166.83,133.82,195.25,243.3,205.44,168.02,166.47
8/26/2022 17:00,326.87,338.73,109.17,46.35,116.15,115.61,34,54.7,90.31,163.64,158.65,43.305,300.66,36.18,259.27,535.16,63.88,166.22,272.74,196.57,167.36,144.42,130.44,137.77,166.31,133.82,194.78,243.31,204.73,168.03,166.45
8/26/2022 18:00,325.8482,337.64,108.46,46.28,115.32,115.06,33.755,54.615,89.95,163.99,158.4,43.305,299.86,36.17,258.9,533.87,63.75,165.89,271.62,195.73,165.8,144.03,130.82,137.06,164.92,133.43,193.99,242.28,204.22,167.91,166.01
8/26/2022 19:00,324.52,336.86,108.53,46.13,115.02,114.6,33.76,54.68,89.26,163.64,158.26,43.305,299.02,36.1,257.71,531.69,63.32,164.81,270.43,194.25,166.24,143.21,130.92,133.42,164.68,132.31,193.02,241.58,203.42,167.51,165.2
8/26/2022 20:00,322.96,336.2,108.29,45.9,114.65,114.08,33.37,54.46,89.26,163.41,157.3,43.24,298.11,36,256.98,529.25,63.12,164.33,268.17,193.04,165.24,142.32,130.43,129.09,163.66,131.65,191.92,240.64,202.86,166.84,164.53
8/26/2022 21:00,322.93,336.4,108.28,45.89,114.67,114.07,33.36,54.46,89.26,163.41,157.31,43.25,298.1,36,256.95,529.25,63.11,164.27,268.09,193.06,165.23,142.29,130.38,129.14,163.62,131.6,191.92,240.65,202.89,166.84,164.53
8/29/2022 15:00,320.01,332.57,107.34,45.565,113.68,113.14,32.835,53.17,87.65,165.3,154.64,43.17,295.94,35.71,254.91,527.08,62.56,162.26,264.28,191.68,162.63,141.36,129.73,126.36,160.19,131.86,190.55,238.6,202.02,164.13,163.25
8/29/2022 16:00,321.7,335.2,108.06,45.78,114.16,113.67,32.965,53.47,88.33,165.59,155.55,43.4,297.37,36.04,255.75,528.26,62.86,163.41,265.15,192.8,162.76,142.07,130.72,126.56,161.22,132.94,192.27,239.95,202.75,165.24,165.6
8/29/2022 17:00,322.55,335.48,108.25,45.92,114.49,113.94,33.05,53.63,88.44,165.62,155.9,43.5,298.43,36.1,256.33,530.81,62.86,163.57,266.04,193.63,162.39,142.56,131.06,127.05,161.935,133.33,192.63,240.57,203.29,165.89,166.61
8/29/2022 18:00,322.71,335.56,108.39,45.925,114.62,114.18,33.18,53.8,88.24,166.39,156.17,43.48,298.95,36.14,256.24,531.68,62.87,163.26,265.79,193.5,162.07,142.16,131.12,126.81,162.085,133.11,192.92,240.54,203.4,166.37,166.72
8/29/2022 19:00,322.41,335.09,108.29,45.88,114.64,114.16,33.16,53.84,88.135,165.78,155.7,43.51,298.24,36.12,255.92,531.53,62.91,163.57,265.5,193.09,161.74,142.21,131,126.1,161.97,133.61,192.77,240.54,203.54,166.1,166
8/29/2022 20:00,321.08,333.76,107.89,45.71,114.4,113.55,32.94,53.57,87.58,164.64,154.55,43.33,296.33,35.97,255.7,529.9,62.74,163.025,265.26,192.41,160.21,141.73,130.31,126.49,161.37,132.95,191.78,239.41,202.41,165.35,165.43
8/29/2022 21:00,321.1,333.92,107.88,45.71,114.39,113.53,32.94,53.57,87.59,164.63,154.54,43.33,296.32,35.96,255.66,529.77,62.73,163,265.23,192.42,160.21,141.69,130.31,126.44,161.38,132.88,191.78,239.38,202.33,165.36,165.42
8/30/2022 15:00,318.28,333.54,108.37,45.25,114.16,112.32,32.5,51.74,87.1,159.49,153.67,42.92,294.28,35.51,253.97,523.98,62.28,162.53,262.34,190.15,159.35,140.71,130.07,124.27,159.17,132.38,185.64,238.62,201.76,164.53,163.52
8/30/2022 16:00,318.59,334.16,107.83,45.21,114.35,112.44,32.52,51.86,87.07,159.81,154.1,42.94,293.41,35.56,253.88,525.66,62.49,162.85,262.67,190.44,159.97,140.96,130.27,123.8,159.21,132.79,186.71,238.96,201.72,164.74,163.5
8/30/2022 17:00,318.17,332.87,107.79,45.215,114.17,112.3,32.42,51.79,87.13,159.53,153.8,42.945,293.36,35.54,253.88,524.75,62.51,162.89,262.21,190.62,159.79,140.97,130,123.98,158.78,132.72,186.68,239.62,201.78,164.33,162.04
8/30/2022 18:00,317.545,332.36,107.32,45.25,113.97,111.885,32.39,51.495,87.03,160.59,153.89,42.77,292.37,35.325,253.22,523.59,62.33,162.6,261.87,190.08,159,140.95,129.83,123.74,158.49,132.46,186.87,238.62,201.08,163.99,161.36
8/30/2022 19:00,317.5,332.78,107.8,45.235,114.14,112.33,32.265,51.41,86.95,159.95,154.3,42.65,292.22,35.19,253.23,522.2,62.16,162.6,261.89,190.14,159.41,140.51,129.63,123.73,158.45,132.3,186.78,238.94,201.06,163.66,161.65
8/30/2022 20:00,318.08,333.64,107.87,45.25,114.4,112.43,32.28,51.38,86.89,160.53,154.66,42.54,293.1,35.19,253.49,523.09,62.15,162.37,262.97,190.7,159.78,140.19,129.55,124.88,158.91,132.47,186.96,239.12,201.36,163.47,162.2
8/30/2022 21:00,318.04,333.63,107.86,45.24,114.41,112.43,32.26,51.38,86.88,160.62,154.66,42.53,293.1,35.18,253.49,522.84,62.15,162.43,262.97,190.7,159.67,140.18,129.58,124.86,158.91,132.48,186.94,239.12,201.38,163.46,162.21
8/31/2022 15:00,318.04,332.56,106.17,45.05,114.39,112.2,31.92,51.25,86.63,159.35,154.33,42.34,289.42,35.75,254.15,523.2,62.24,162.7,263.88,191.35,158.22,140.3,129.46,124.63,159.04,132.6,186.31,243.14,201.31,163.72,161.65
8/31/2022 16:00,318.54,332.52,107.07,45.11,114.3,112.87,31.99,51.61,86.18,161.06,154.46,42.22,291.79,35.775,254.13,524.82,62.44,162.77,264.59,190.79,158.34,140.23,129.53,123.95,159.6,133.16,186.47,242.27,201.21,163.2,161.98
8/31/2022 17:00,317.595,331.89,106.67,44.94,113.98,112.79,31.84,51.49,85.755,160.04,153.93,42.125,291.03,35.57,253.88,521.91,62.14,162.36,263.67,190.18,157.34,139.37,129.41,124.425,159.05,132.54,185.8,240.95,200.85,162.77,161.3
8/31/2022 18:00,316.94,331.16,106.68,44.75,113.92,112.85,31.905,51.23,85.635,159.4,153.66,42.135,290.08,35.48,253.93,521.87,62.17,162.36,262.88,189.83,156.22,139.01,129.25,124.32,158.495,132.59,185.27,240.89,199.73,162.28,161.25
8/31/2022 19:00,316.2,331.345,106.72,44.65,113.67,112.37,31.95,51.16,85.32,158.54,152.67,41.96,288.78,35.25,253.36,521.44,61.85,161.98,262.33,189.4,156.52,138.56,128.87,123.85,157.93,132.05,184.77,240.63,199.21,161.99,160.41
8/31/2022 20:00,315.63,332.64,106.45,44.7,113.72,112.09,31.91,50.99,85.4,158.08,152,41.82,288.43,35.05,252.28,519.48,61.71,161.33,261.48,189.32,156.14,137.95,128.46,124.38,157.17,132.64,184.72,240.08,198.66,161.63,160.26
8/31/2022 21:00,315.65,332.67,106.45,44.72,113.73,112.08,31.92,51,85.36,158.06,152,41.81,288.42,35.06,252.28,519.33,61.71,161.34,261.47,189.35,156.12,137.94,128.45,124.35,157.22,132.55,184.71,240.3,198.71,161.64,160.25
9/1/2022 15:00,313.19,327.66,104.02,44.73,112.6,111,31.32,49.67,86.54,155.19,147.91,41.815,288.75,34.69,254.33,516.63,61.54,163.89,255.7,189.27,151.42,137.61,128.43,124.84,155.75,133.83,180.62,242.08,196.91,162.28,152.93
9/1/2022 16:00,314.12,328.08,104.29,44.9,113.11,110.03,31.36,49.95,87.15,156.24,148.23,41.885,289.28,35.05,255.05,519.37,61.82,164.33,255.8,189.2,151.54,139.17,128.89,125.48,155.49,134.82,181.45,243.86,197.33,163.77,151.21
9/1/2022 17:00,313.825,328.47,104.72,44.76,113.43,110.4,31.345,49.8,86.82,154.76,148.42,41.81,288.5,34.98,255.09,520.91,61.54,164.49,255.85,188.68,152.01,139.09,128.25,124.87,154.97,133.95,180.8,243.52,197.54,162.55,151.29
9/1/2022 18:00,314.785,330.38,105.02,44.9,113.65,110.86,31.32,49.99,87.25,155.29,149.09,41.73,289.57,34.88,255.37,522.2,61.71,164.71,256.46,189.82,151.91,139.25,129.05,125.43,155.88,134.23,182.29,244.38,197.75,162.9,151.84
9/1/2022 19:00,315.9466,331.63,105.72,45.16,113.79,111.68,31.675,50.02,87.26,155.5,149.86,41.73,291.84,35.1,255.68,523.06,61.85,164.92,258.1,190.21,152.57,139.37,129.505,125.29,156.86,134.54,182.57,244.72,199.36,163.15,152.51
9/1/2022 20:00,317.07,333.5,106.49,45.3,114.51,112.53,31.76,49.96,87.16,155.53,151.15,41.82,293.51,35.27,256.46,524.05,62,165.34,260.38,190.73,153.53,139.63,129.66,125.63,157.96,134.46,182.42,245.5,200.2,163.3,153.71
9/1/2022 21:00,317.06,333.5,106.49,45.29,114.51,112.53,31.76,49.96,87.15,155.54,151.11,41.81,293.37,35.26,256.47,524,62,165.34,260.4,190.73,153.53,139.64,129.66,125.63,157.96,134.48,182.44,245.5,200.13,163.3,153.66
9/2/2022 15:00,319.836,338.48,107.35,45.695,116.67,113.22,32.135,50.33,87.51,158.4,153.27,41.94,295.78,35.69,257.55,524.36,62.47,165.74,263.295,192.04,158.52,140.29,130.1,125.22,159.45,135.11,184.86,246.9,201.44,165.21,156.21
9/2/2022 16:00,320.56,339.67,108.05,45.72,117.2,113.78,32.045,50.46,87.63,158.47,153.87,42.09,296.61,35.95,258.48,524.9,62.46,165.84,263.39,192.83,158.21,140.42,130.35,125.44,159.78,135.41,185.56,247.24,201.5,165.97,156.8
9/2/2022 17:00,317.31,337.63,106.61,45.16,115.82,112.45,31.58,49.72,87.12,158.13,151.39,41.82,294.66,35.565,255.96,521.46,61.69,164.6,259.46,190.33,156.31,138.6,129.06,123.61,157.73,134.08,183.01,244.67,199.08,164.99,154.42
9/2/2022 18:00,314.28,332.87,105.57,44.57,114.48,111.34,31.19,49.14,86.46,157.22,149.68,41.41,291.65,35.12,254.61,518.68,61.2,163.4,255.88,187.85,154.17,137.54,127.74,122.07,155.68,133.17,181.32,242.63,197.8,163.44,153.17
9/2/2022 19:00,314.2,332.6,105.84,44.57,114.25,111.34,31.25,49.2,86.23,157.67,149.88,41.36,291.95,35.3,254.75,517.66,61.25,162.97,256.17,187.69,154.03,137.7,127.85,122.12,155.96,133.11,181.08,242.14,197.93,163,153.19
9/2/2022 20:00,313.76,331.59,105.74,44.6,113.72,111.2,31.23,49.3,86.24,157.88,149.8,41.31,292.12,35.285,254.58,516.62,61.16,162.75,256.09,186.9,153.69,137.16,127.83,121.67,155.85,133,180.88,242.47,197.82,162.74,151.88
9/2/2022 21:00,313.76,331.48,105.74,44.59,113.71,111.2,31.22,49.31,86.23,157.85,149.79,41.3,291.9,35.27,254.51,516.35,61.15,162.74,256.06,186.89,153.69,137.16,127.79,121.65,155.81,133,180.83,242.37,197.76,162.7,151.82
9/6/2022 15:00,314.45,327.44,105.43,44.465,113.5,109.91,30.68,49.03,87.15,156.8,148.84,41.48,291.95,35.425,256.33,527.27,61.88,165.89,256.48,186.43,153.55,137.57,127.55,119.73,156.12,132.21,181.04,244.27,199.43,163.7,152.72
9/6/2022 16:00,314.25,328.47,106.1,44.725,113.61,109.93,31.105,49.15,86.7,158.08,149.12,41.41,292.37,35.59,254.93,524.95,61.49,164.67,256.13,186.54,153.47,136.63,127.47,119.29,156.07,132.73,181.58,243.31,199.59,162.99,152.8
9/6/2022 17:00,312.81,326.42,105.5,44.57,113.07,109.74,30.715,48.86,86.65,157.68,148.46,41.19,291.19,35.27,254.65,521.99,61.31,164.58,254.24,185.605,152.22,136.07,126.88,117.8,155.21,132.15,180.79,242.82,198.95,162.54,152.68
9/6/2022 18:00,312.08,325.72,105.15,44.42,113.07,109.42,30.52,48.7,86.58,156.9,148.29,41.37,289.27,35.38,254.19,518.66,61.39,164.42,252.96,185.24,151.7,136.4,126.76,117.75,154.5,132.42,180.1,242.33,198.65,162.18,152.63
9/6/2022 19:00,311.71,325.39,104.78,44.45,113.22,109.72,30.445,48.575,86.61,157.12,148.25,41.3,288.425,35.23,254.05,518.46,61.15,163.93,253.435,184.55,151.97,136.11,126.67,116.05,154.33,132.36,180.1,242.67,198.55,161.96,152.26
9/6/2022 20:00,312.21,326.68,105.19,44.48,113.78,110.16,30.36,48.59,86.46,157.16,148.69,41.1,289.65,35.34,254.4,518.17,61.17,163.38,253.3,185.59,151.86,135.74,126.77,116.63,154.54,132.47,180.63,242.22,198.68,161.94,152.44
9/6/2022 21:00,312.2,326.49,105.15,44.47,113.74,110.09,30.36,48.59,86.42,157.12,148.6,41.1,289.54,35.32,254.39,517.68,61.18,163.18,253.25,185.6,151.72,135.63,126.72,116.6,154.53,132.34,180.66,242.22,198.64,161.88,152.39
9/7/2022 15:00,313.72,328.11,105.63,44.575,115.05,111.14,30.43,48.87,86.58,154.74,149.81,41.37,292.2,35.77,259.09,519.13,61.94,163.65,254.2,187.44,151.11,136.9,127.08,119.71,154.12,134.46,180.02,244.2,197.79,164.1,152.66
9/7/2022 16:00,314.18,329.41,106.48,44.73,115.03,111.44,30.55,48.995,86.58,153.97,150.1,41.315,293.67,35.9,258.42,519.75,61.86,163.47,255.25,187.54,152.51,136.86,127.04,119.81,154.75,134.76,180.37,244.35,198.68,163.68,152.7
9/7/2022 17:00,314.71,328.88,106.74,44.84,115.28,111.69,30.43,48.7,86.67,153.88,150.27,41.35,294.42,35.91,258.56,521.7,62.055,163.74,256.14,188.34,152.63,136.97,127.25,120.54,154.86,134.65,180.09,244,199.15,163.97,153.19
9/7/2022 18:00,315.95,330.79,107.55,45.06,115.82,112.55,30.48,48.93,86.85,155.35,151.58,41.45,296.01,36.04,258.97,521.98,62.35,164.09,256.98,188.97,153.29,137.19,127.55,120.69,155.5,135.28,180.81,244.84,200.03,164.55,154.4
9/7/2022 19:00,316.67,331.79,108.28,45.04,116.07,112.71,30.715,49.1,86.85,154.61,152.41,41.365,297.56,35.93,258.65,522.75,62.38,164.25,258.31,189.61,154.04,137.36,127.66,121.05,155.72,135.35,181.5,245.12,200.75,164.33,155.43
9/7/2022 20:00,316.37,330.76,108.48,45.01,115.91,112.7,30.64,48.98,86.89,155.12,152.3,41.08,297.53,36.08,258.44,522.01,62.35,164.15,258.05,189.11,153.28,137.68,127.73,120.57,155.92,135.8,180.89,244.79,200.43,164.02,155.95
9/7/2022 21:00,316.33,330.56,108.48,45.02,115.9,112.69,30.65,48.97,86.87,155.11,152.25,41.08,297.47,36.08,258.42,521.68,62.31,164.07,258.09,189.09,153.28,137.68,127.71,120.55,155.96,135.74,180.86,244.79,200.42,164.02,155.95
9/8/2022 15:00,317.7362,334.7,108.33,45.29,118.26,112.74,30.655,49.11,87.31,154.63,152.46,41.19,299.56,35.955,259.94,527.9,61.89,164.36,259.68,186.84,156.23,137.67,128.14,119.32,155.76,135.9,181.27,245.27,200.57,163.88,157.87
9/8/2022 16:00,317.415,335.01,108.22,45.35,118.05,112.261,30.59,49.46,87.37,154.67,152.3,41.61,298.96,35.795,259.93,525.84,61.9,164.32,258.94,187.61,155.91,137.92,128.15,119.12,155.52,136.14,181.98,245.15,199.6,164.07,156.18
9/8/2022 17:00,316.53,333.97,107.81,45.15,118.21,111.89,30.53,49.29,87.32,155.24,151.73,41.35,298.8,35.66,258.84,525.27,61.7,164,256.28,186.21,155.6,137.19,128.06,119.16,153.19,135.79,182.12,244.825,199.08,164,155.8
9/8/2022 18:00,317.37,335.13,107.76,45.25,118.57,112.36,30.595,49.39,87.26,155.66,152.32,41.46,299.4,35.8,259.81,526.43,62.03,164.48,256.86,187,156.03,137.54,128.14,119.27,153.55,136.29,182.74,245.26,199.63,164.68,156.75
9/8/2022 19:00,317.02,334.4,108.23,45.2,117.98,111.99,30.63,49.19,86.99,155.35,152.67,41.3,299.06,35.765,259.25,525.59,61.9,164.39,256.69,186.67,155.89,137.23,128.13,119.2,153.8,136.18,182.48,244.37,199.63,164.53,156.46
9/8/2022 20:00,318.25,335.37,108.74,45.38,118.59,112.33,30.76,49.38,87.38,155.96,153.51,41.31,299.85,35.97,260.09,527.46,62.11,165.33,258.54,187.82,156.88,137.79,128.43,119.28,154.47,136.41,183.08,245.46,200.67,164.51,157.77
9/8/2022 21:00,318.24,335.38,108.73,45.37,118.6,112.33,30.75,49.4,87.42,155.95,153.52,41.32,299.9,35.96,260.08,527.51,62.12,165.39,258.52,187.82,156.9,137.86,128.47,119.27,154.46,136.43,183.15,245.45,200.71,164.51,157.79
9/9/2022 15:00,322.13,338.99,110.66,45.85,119.35,114.9,31.325,50.23,87.79,158.33,156.42,41.97,301.27,36.32,260.18,526.25,62.38,165.99,264.83,191.46,161.2,139.57,129.24,122.99,156.65,137.12,188.42,249.05,205.11,164.96,158.64
9/9/2022 16:00,321.73,339.41,110.82,45.82,119.15,115.12,31.455,50.21,87.85,158.5,156.74,41.915,299.51,36.29,258.98,527.28,62.35,165.6,263.81,191.34,161.11,139.03,129.34,121.82,156.85,136.48,188.67,248.01,204.98,164.47,158
9/9/2022 17:00,321.7455,339.4,110.81,45.8,119.24,115.09,31.405,50.29,87.74,159.35,157.04,42.14,299.55,36.175,258.75,526.16,62.35,165.51,263.97,191.46,161.82,139.34,129.06,122.6,156.84,136.56,188.64,247.89,205.2,164.06,157.55
9/9/2022 18:00,322.2301,339.56,111.36,45.815,119.54,115.12,31.385,50.56,87.48,159.65,157.86,42.09,299.86,36.35,259.4,526.17,62.49,165.67,264.27,191.8,162.29,140.12,129.26,122.62,157.08,136.72,188.6,248.01,206.15,164.43,157.93
9/9/2022 19:00,322.59,339.85,111.52,45.78,119.5,115.11,31.375,50.61,87.45,160.29,157.545,42.205,299.97,36.53,260.13,526.64,62.71,165.97,264.41,191.54,162.42,140.78,129.36,122.83,157.16,137.22,189.21,247.72,205.84,164.64,157.71
9/9/2022 20:00,322.25,340.24,110.98,45.76,119.27,115.18,31.46,50.51,87.34,159.97,158.44,42.235,299.98,36.24,259.56,524.63,62.34,165.71,264.44,191.69,162.59,139.96,129.21,123.1,157.35,136.87,189.49,247.62,205.21,164.16,157.57
9/9/2022 21:00,322.28,340.1,110.97,45.77,119.17,115.18,31.46,50.51,87.34,159.97,158.44,42.24,299.77,36.24,259.52,524.34,62.32,165.71,264.46,191.69,162.59,139.96,129.19,123.1,157.37,136.84,189.49,247.69,205.2,164.15,157.52
9/12/2022 15:00,324.98,342.96,112.7,46.64,120.62,115.75,31.67,51.36,88.98,163.75,161.49,42.66,300.39,36.665,260.79,533.94,62.67,166.17,266.8,193,163.25,141.12,130.66,125.63,161.42,137.71,191.45,238.59,206.41,165.75,159.42
9/12/2022 16:00,323.81,341.46,112.24,46.35,120.03,115.53,31.535,51.19,88.6,163.29,160.81,42.66,298.86,36.5,260.01,532.46,62.52,165.63,265.67,191.85,163.19,140.71,130.15,124.55,161.89,137.54,191.34,238.88,205.26,165.17,158.12
9/12/2022 17:00,324.345,341.81,112.46,46.4,120.36,116.07,31.595,51.03,88.6,162.61,161.27,42.69,298.19,36.46,260.06,533.13,62.53,165.75,266.15,192.53,164.225,141.25,130.18,125.18,163.09,137.91,191.9,238.58,205.48,164.93,158.4
9/12/2022 18:00,324.58,342.26,112.51,46.375,120.66,116.39,31.555,51.03,88.64,162.42,161.83,42.825,297.65,36.535,259.94,532.63,62.535,165.96,266.88,192.34,164.59,141.5,130.37,124.7,164.135,137.85,192.27,238.54,206.36,165.05,158.49
9/12/2022 19:00,324.19,342.405,112.28,46.29,120.44,116.15,31.425,50.95,88.35,162.18,162.3,42.76,297,36.585,260.02,531.67,62.49,165.85,266.47,191.99,164.75,141.38,130.34,124.73,163.57,137.89,192.17,237.65,205.7,165.18,158
9/12/2022 20:00,324.56,342.77,112.39,46.39,120.63,116.41,31.57,50.94,88.18,162.54,162.48,42.77,297.66,36.64,260.42,531.52,62.5,165.69,266.66,192.03,165.63,141.21,130.69,124.27,163.45,138.07,192.43,237.63,206.64,165.35,158.74
9/12/2022 21:00,324.57,342.58,112.38,46.4,120.58,116.39,31.56,50.93,88.16,162.5,162.45,42.76,297.54,36.63,260.37,531.25,62.5,165.64,266.65,192.03,165.63,141.1,130.66,124.25,163.43,138.07,192.4,237.62,206.63,165.33,158.72
9/13/2022 15:00,315.83,331.29,107.14,44.93,116.91,111.79,30.08,48.57,87.01,160.58,157.45,42.13,284.99,35.9,256.77,519.24,61.6,162.73,255.79,188.05,159.22,139.78,129.04,122.96,157.23,136.89,187.27,231.5,201.64,163.47,151.26
9/13/2022 16:00,315.45,331.02,107.65,44.76,117.32,112.22,30.04,48.59,86.88,159.99,157.31,42.24,284.18,35.77,256.31,517.81,61.3,162.81,255.24,188.23,159.23,139.25,128.61,122.64,156.33,136.67,186.92,229.98,202.18,163.57,150.55
9/13/2022 17:00,315.68,331.36,107.76,44.74,117.69,113.03,29.915,48.46,87.22,160.5,157.07,42.29,283.11,35.59,256.72,518.02,61.41,163.01,255.87,188.28,160.36,139.63,128.54,122.39,156.31,137.01,186.98,230.12,201.97,163.82,150.52
9/13/2022 18:00,315.62,331.12,107.78,44.78,117.77,113.5,29.89,48.44,87.29,161.54,157.42,42.28,282.68,35.54,256.66,517.22,61.17,162.78,255.79,188.13,160.3,139.75,128.57,122.55,155.78,136.75,186.85,230.23,202.28,163.78,150.72
9/13/2022 19:00,313.74,328.86,106.54,44.4,116.78,112.9,29.715,48.16,86.84,160.54,156.92,42.15,280.33,35.16,255.67,515.07,60.72,161.96,254.21,186.61,159.67,138.96,127.8,121.84,154.8,135.75,185.95,228.76,201.54,162.9,148.88
9/13/2022 20:00,311.69,328.26,105.7,44.11,116.38,111.75,29.31,47.87,86.3,159.42,155.37,41.73,277.97,34.73,254.31,513.53,60.47,161.26,252,184.995,158.12,138.15,127.23,120.46,153.85,135.22,184.25,226.73,199.61,162.23,147.33
9/13/2022 21:00,311.73,328.39,105.72,44.11,116.39,111.76,29.29,47.87,86.28,159.41,155.35,41.75,277.93,34.74,254.33,513.96,60.47,161.33,251.99,184.98,158.1,138.18,127.25,120.47,153.84,135.22,184.31,226.86,199.67,162.22,147.31
9/14/2022 15:00,313.08,327.51,106.84,44.185,116.63,110.74,29.41,46.97,87.51,162.75,155.84,41.8,278.67,34.78,257.94,513.88,60.76,165.24,253.4,182.23,160.77,139.1,128.89,119.23,156.56,136.29,184.15,228.05,200,162.89,146.41
9/14/2022 16:00,312.5,327.28,106.97,44.07,116.01,111.46,29.34,46.86,87.03,162.98,156.43,41.615,277.73,34.735,257.48,514.28,60.605,164.39,251.94,181.08,160.67,138.47,128.06,118.9,155.77,135.14,184.29,228.3,199.57,162.87,147.86
