Date,DIA,GS.N,NKE.N,CSCO.OQ,JPM.N,DIS.N,INTC.OQ,MRK.N,CVX.N,AXP.N,VZ.N,HD.N,WBA.OQ,MCD.N,UNH.N,KO.N,JNJ.N,MSFT.OQ,HON.OQ,CRM.N,PG.N,IBM.N,MMM.N,AAPL.OQ,WMT.N,CAT.N,AMGN.OQ,V.N,TRV.N,BA.N
2018-10-31,251.19,225.37,75.04,45.75,109.02,114.83,46.88,70.18904886,111.65,102.73,57.09,175.88,79.77,176.9,261.35,47.88,139.99,106.81,144.82,137.24,88.68,110.25458052,190.26,54.715,100.28,121.32,192.79,137.85,125.13,354.86
2018-11-01,253.73,226.97,76.79,45.65,108.98,116.1,48.22,69.72182112,111.17,104.04,56.05,180.46,79.9,174.88,260.93,47.74,140.82,105.92,144.45,139.59,89.59,111.59181012,192.22,55.555,100.58,124.7,192.9,140.83,125.2,363.07
2018-11-02,252.46,229.69,76.58,45.48,108.38,115.18,47.11,68.91132402,114.73,103.71,56.63,179.93,79.3,176.75,261.01,48.0,140.68,106.16,145.48,136.79,89.81,110.48381988,192.81,51.87,101.34,125.79,187.06,139.78,124.9,357.75
2018-11-05,254.48,228.72,77.53,46.14,109.09,115.45,47.97,69.72182112,118.94,105.21,57.21,182.19,79.97,180.39,261.01,48.69,142.2,107.51,147.18,135.44,91.2,114.67698984,193.25,50.3975,102.91,126.41,189.92,139.8,126.53,361.98
2018-11-06,256.23,228.2,76.57,46.5,109.6,116.71,47.25,69.90299106,118.9,104.98,57.21,182.01,80.6,182.71,263.54,49.11,142.57,107.72,148.45,133.95,91.51,117.59979168000001,195.3,50.9425,103.33,129.33,190.75,140.79,128.6,366.47
2018-11-07,261.78,231.28,77.97,47.9,111.48,117.05,48.72,71.59073208,120.87,107.31,57.65,187.23,81.91,184.25,274.63,49.37,144.75,111.96,150.2,141.79,91.29,119.24267376,201.29,52.4875,104.32,135.1,197.62,144.78,130.28,372.02
2018-11-08,262.1,231.65,77.78,48.44,112.38,116.0,48.99,71.97214248,119.36,108.5,58.27,188.0,82.44,185.48,276.65,49.33,145.3,111.75,150.55,141.87,91.36,117.84813432,204.07,52.1225,104.88,131.39,196.02,145.23,130.99,370.77
2018-11-09,260.09,222.65,76.36,47.11,111.29,118.0,48.11,71.38095636,119.51,108.28,58.46,185.99,82.39,185.94,276.55,49.68,145.34,109.57,150.32,136.92,92.41,118.00096056000001,201.1,51.1175,105.56,126.91,193.16,143.93,131.03,369.34
2018-11-12,254.22,206.05,75.1,45.62,108.95,116.7,46.65,71.21885694,117.39,106.49,58.72,179.43,81.81,184.37,272.38,49.87,145.62,106.87,148.13,130.5,92.7,115.4793276,197.04,48.5425,103.87,125.0,191.56,139.72,127.04,357.03
2018-11-13,253.06,205.05,75.2,45.12,109.59,116.85,47.39,71.14257486,115.35,107.86,58.66,179.0,81.92,184.01,269.22,49.86,144.68,106.94,147.68,132.16,93.47,115.42201776,198.37,48.0575,102.94,125.96,191.55,139.72,126.81,349.51
2018-11-14,250.91,202.49,75.2,44.33,107.33,117.12,47.09,70.64674134,115.72,107.77,58.94,179.9,81.52,183.85,264.96,49.76,144.25,104.97,147.53,129.35,93.49,114.8107128,198.06,46.7,101.53,125.1,190.36,139.49,123.04,344.72
2018-11-15,253.22,203.74,74.33,46.77,110.07,117.11,48.11,71.36188584,116.95,109.6,59.08,177.36,82.29,183.56,264.94,49.74,144.5,107.28,147.77,132.49,93.83,115.99511616,204.91,47.8525,99.54,129.42,192.45,141.84,125.59,341.57
2018-11-16,254.05,202.12,74.74,46.35,109.99,116.19,48.83,72.52518756,119.06,109.46,60.21,177.02,82.52,187.59,271.11,50.17,145.99,108.29,148.55,132.55,93.82,116.11928748,209.0,48.3825,97.69,129.96,194.18,140.18,128.77,335.95
2018-11-19,249.86,198.22,72.52,45.75,110.83,115.42,48.0,72.8017101,119.42,108.25,60.62,173.59,81.92,186.72,266.05,50.51,147.73,104.62,147.47,121.01,93.29,114.91578084000001,205.58,46.465,96.78,125.98,194.91,134.76,130.52,320.94
2018-11-20,244.5,191.34,71.12,44.49,108.45,111.87,47.39,71.30467428,116.1,106.09,59.46,169.05,79.79,183.71,261.5,49.38,146.45,101.71,144.05,120.67,92.1,111.9452208,200.51,44.245,94.16,122.27,196.44,133.37,128.37,317.7
2018-11-21,244.65,192.6,72.37,44.89,107.64,113.03,47.03,71.31420954000001,117.57,106.5,59.16,169.3,79.76,182.72,260.55,48.73,141.99,103.11,144.1,123.59,91.41,113.25379548,198.69,44.195,94.17,123.87,192.77,134.42,127.76,317.32
2018-11-23,242.81,189.1,71.49,44.54,106.65,112.08,46.54,71.19978642,113.6,105.74,58.64,168.85,80.81,181.93,261.62,49.02,142.23,103.07,143.26,122.03,91.54,111.93566916,196.8,43.0725,95.1,122.32,192.57,132.87,126.6,312.32
2018-11-26,246.39,194.34,72.71,45.57,109.26,112.55,47.45,71.93400144,114.98,109.68,59.17,169.82,81.7,183.89,266.16,48.87,141.37,106.47,143.22,126.41,91.94,114.19940784,199.86,43.655,95.15,124.8,194.3,135.94,130.34,316.36
2018-11-27,247.5,193.65,72.09,46.12,109.72,113.9,48.07,72.79217484,115.21,110.11,60.65,173.22,83.52,184.63,271.15,49.37,143.22,107.14,142.89,127.54,92.72,114.64833492,200.69,43.56,95.04,124.6,197.1,135.91,129.61,318.03
2018-11-28,253.84,198.35,74.66,47.29,110.94,116.1,48.86,73.64081298,118.14,112.89,60.06,177.43,84.64,187.85,280.95,49.71,146.44,111.12,144.3,140.64,93.01,117.485172,204.34,45.235,97.46,130.77,201.42,141.38,130.7,333.5
2018-11-29,253.59,194.85,74.34,47.34,110.06,116.61,47.7,74.28921066,118.85,111.31,59.45,175.66,84.85,189.26,282.55,48.98,145.85,110.19,145.74,139.72,92.82,116.03332272,204.56,44.8875,97.29,130.23,202.37,139.1,130.63,342.56
2018-11-30,255.51,190.69,75.12,47.87,111.19,115.49,49.31,75.65275284,118.94,112.27,60.3,180.32,84.67,188.51,281.36,50.4,146.9,110.89,146.75,142.76,94.51,118.69823028,207.92,44.645,97.65,135.67,208.25,141.71,130.37,346.76
2018-12-03,258.73,191.63,77.94,48.74,112.24,115.74,50.13,75.53832972,120.67,112.36,58.16,181.74,85.69,185.37,286.33,49.69,146.21,112.09,148.98,144.15,93.32,119.69160084,208.76,46.205,98.75,138.95,202.93,145.0,130.11,359.96
2018-12-04,250.73,184.31,75.79,47.35,107.23,112.87,47.75,74.57526845999999,117.24,107.64,58.09,175.3,82.82,185.04,278.55,49.58,146.03,108.52,142.68,139.24,93.31,116.14794239999999,202.2,44.1725,95.81,129.32,197.76,138.64,126.69,342.5
2018-12-06,249.72,184.09,75.54,48.39,105.19,114.33,48.37,74.72783262,115.91,108.25,58.08,175.96,82.94,185.45,276.85,49.38,145.91,109.19,141.56,142.06,93.55,118.35437123999999,202.68,43.68,94.77,128.37,199.01,141.05,125.41,331.9
2018-12-07,244.31,179.67,73.34,46.44,103.29,111.98,46.24,73.15451472,115.49,106.68,57.68,172.79,81.19,182.96,269.18,49.09,145.43,104.82,138.71,135.95,92.45,113.98927176000001,198.24,42.1225,93.19,123.55,191.44,137.11,123.56,323.22
2018-12-10,244.71,178.83,72.51,46.86,101.36,111.86,47.21,73.82198292,114.94,105.79,58.27,171.69,81.16,184.65,266.53,49.24,145.26,107.59,137.95,137.27,93.03,115.69901532,198.32,42.4,93.94,123.39,194.09,137.88,123.0,326.35
2018-12-11,244.23,176.8,73.57,47.09,100.37,111.97,47.38,73.52638986,115.47,105.4,58.85,172.21,81.81,183.59,267.22,49.54,146.5,108.59,136.81,136.79,93.91,115.46977596,197.46,42.1575,93.85,123.24,196.18,136.81,120.97,322.03
2018-12-12,245.88,176.7,74.32,47.42,101.02,112.21,47.83,74.38456326000001,115.62,107.48,57.25,174.21,82.44,183.48,270.64,49.22,147.1,109.08,138.29,140.09,94.03,115.72767024,199.81,42.275,93.11,125.37,196.41,137.8,122.01,326.69
2018-12-13,246.27,175.92,72.93,47.47,101.12,113.39,48.29,75.33808926,115.94,106.7,57.09,173.87,82.32,186.43,272.15,49.47,147.84,109.45,138.82,141.14,96.49,115.31694972000001,202.13,42.7375,92.96,125.9,197.53,137.54,121.5,325.47
2018-12-14,241.42,172.77,72.53,45.82,100.29,112.2,47.86,72.92566848,113.83,105.7,57.08,172.29,78.74,183.29,265.02,49.34,133.0,106.03,136.44,137.04,96.64,114.52416360000001,196.1,41.37,91.85,126.77,192.07,135.09,120.55,318.75
2018-12-17,236.43,168.01,69.9,44.2,99.01,110.62,47.08,71.73376098,112.45,101.18,55.95,167.97,76.22,180.79,258.07,48.33,129.14,102.89,134.38,130.83,92.77,110.8945404,192.82,40.985,90.77,124.47,190.08,131.4,119.93,316.13
2018-12-18,237.36,171.5,71.15,44.06,98.54,109.45,47.74,70.87558758,109.74,101.02,55.65,170.04,75.48,179.71,252.97,48.32,130.42,103.97,135.18,132.32,92.49,111.41988060000001,194.56,41.5175,91.08,124.27,187.1,132.66,119.3,328.06
2018-12-19,233.42,169.25,68.97,43.14,97.29,109.22,45.57,70.34161302,107.83,98.77,55.86,167.56,73.29,179.16,250.31,47.9,127.61,103.69,133.26,131.16,91.76,111.20974452,189.96,40.2225,90.55,122.33,185.49,131.26,119.16,319.55
2018-12-20,228.89,168.41,67.53,42.49,96.45,107.0,45.54,70.07462573999999,104.98,95.77,55.07,164.16,69.61,173.68,242.44,47.54,128.27,101.51,130.67,127.73,90.98,107.95263528,187.38,39.2075,87.28,121.55,184.96,128.76,117.32,313.05
2018-12-21,224.09,160.05,72.37,41.85,94.17,104.22,44.84,69.5120454,104.21,91.33,54.92,160.48,67.26,174.15,238.34,47.57,128.09,98.23,129.44,122.91,90.97,105.96589416,183.75,37.6825,87.13,120.07,180.21,124.26,116.06,304.55
2018-12-24,218.1,156.35,68.1,40.28,92.14,100.35,43.59,67.8433749,100.99,89.5,53.05,158.14,65.26,170.28,232.94,45.96,122.84,94.13,124.83,121.33,87.36,102.74699147999999,178.62,36.7075,85.82,116.95,178.4,121.73,112.63,294.16
2018-12-26,228.71,162.93,73.01,42.47,95.96,105.83,46.19,70.560924,107.39,93.84,54.44,168.28,67.72,174.03,243.35,46.94,126.71,100.56,129.57,130.84,90.09,106.39571796,186.26,39.2925,90.41,124.76,187.86,130.23,117.17,313.93
2018-12-27,231.26,165.41,73.67,42.91,97.04,106.52,46.36,71.87678987999999,109.32,94.68,55.15,170.32,68.36,175.71,245.97,47.53,127.41,101.18,131.57,135.2,92.02,108.67855992,190.7,39.0375,91.59,126.67,190.33,132.01,118.67,317.14
2018-12-28,230.48,163.03,73.34,42.77,96.83,107.3,46.75,71.86725462,108.65,94.42,55.27,170.22,68.05,175.56,246.24,47.2,127.27,100.39,130.76,134.68,91.18,107.96218692000001,189.37,39.0575,92.13,125.61,190.73,130.94,118.24,316.38
2018-12-31,233.2,167.05,74.14,43.33,97.62,109.65,46.93,72.85892166,108.79,95.32,56.22,171.82,68.33,177.57,249.12,47.35,129.05,101.57,132.12,136.97,91.92,108.57349188,190.54,39.435,93.15,127.07,194.67,131.94,119.75,322.5
2019-01-02,233.36,172.03,74.06,42.95,99.31,108.97,47.08,72.07703034000001,110.69,95.68,56.02,172.41,68.04,176.06,243.49,46.93,127.75,101.12,131.83,135.55,91.28,110.04444443999999,190.95,39.48,93.34,126.38,191.9,132.92,117.37,323.81
2019-01-03,226.72,169.51,72.75,41.07,97.11,106.33,44.49,70.59906504,108.57,93.43,56.22,168.61,67.33,174.9,236.85,46.64,125.72,97.4,130.07,130.4,90.64,107.84756724,183.76,35.5475,92.86,121.51,188.98,128.13,115.26,310.9
2019-01-04,234.28,175.05,74.65,42.92,100.69,109.61,47.22,72.72542802,110.82,97.64,56.36,173.62,69.57,178.28,239.62,47.57,127.83,101.93,134.62,137.96,92.49,112.05984047999999,191.32,37.065,93.44,128.15,195.44,133.65,118.68,327.08
2019-01-07,235.36,176.02,75.72,43.21,100.76,110.56,47.44,71.92446618000001,112.26,98.17,56.72,177.04,69.97,180.22,240.08,46.95,127.01,102.06,135.37,142.22,92.12,112.85262660000001,190.88,36.9825,94.54,128.23,198.07,136.06,118.3,328.11
2019-01-08,237.92,175.37,76.73,43.56,100.57,111.42,47.74,72.45844074,111.77,98.65,58.38,177.89,71.37,180.6,243.29,47.48,129.96,102.8,135.09,145.72,92.46,114.45730212,191.68,37.6875,95.2,129.77,200.61,136.8,117.84,340.53
2019-01-09,238.92,176.47,76.59,43.32,100.4,112.67,48.01,71.90539566,113.27,98.83,57.05,179.73,72.23,180.29,243.64,46.57,128.93,104.27,135.72,145.99,90.95,115.27874316,192.3,38.3275,94.89,130.27,200.37,138.41,118.68,343.83
2019-01-10,240.0,176.0,76.42,43.24,100.39,112.8,48.56,71.01861648,113.45,98.26,57.6,179.06,72.48,181.55,244.87,47.07,129.71,103.6,137.75,147.04,91.17,116.32942356000001,193.6,38.45,94.96,132.96,202.68,138.67,120.27,352.61
2019-01-11,239.88,176.93,76.04,43.49,99.91,112.65,48.93,71.4190974,112.54,98.55,58.02,179.41,71.71,182.37,247.67,47.34,129.75,102.8,137.36,147.55,91.77,116.01421943999999,192.21,38.0725,94.84,132.1,200.56,138.06,120.47,352.9
2019-01-14,238.94,178.72,76.09,43.21,100.94,112.42,48.35,69.96020262,111.72,98.44,58.03,178.81,70.65,181.22,248.06,47.15,128.28,102.05,137.61,146.05,91.15,114.99219396000001,192.17,37.5,94.95,131.8,196.78,137.1,120.58,350.36
2019-01-15,240.64,179.91,77.88,44.02,101.68,111.76,48.6,71.037687,112.12,97.99,58.1,176.47,71.79,181.02,256.87,47.57,129.36,105.01,137.77,149.19,92.01,116.27211372000001,188.94,38.2675,96.25,130.69,199.38,137.34,121.82,352.24
2019-01-16,241.86,197.08,77.68,43.96,102.5,110.91,48.13,71.14257486,111.4,99.41,57.08,177.04,72.0,179.35,261.46,46.92,128.04,105.38,138.02,148.54,91.37,116.16704568,189.48,38.735,96.35,131.66,198.89,137.34,122.3,352.06
2019-01-17,243.8,199.09,79.13,44.21,102.92,111.01,48.47,72.0865656,111.96,99.49,56.83,174.87,71.99,181.11,259.77,47.06,129.09,106.12,139.88,149.82,90.64,116.71148916,191.71,38.965,96.74,134.54,201.92,137.28,122.94,359.09
2019-01-18,247.05,202.54,80.45,45.03,104.59,111.04,49.19,72.34401762,114.37,100.48,57.09,179.58,72.43,182.57,265.5,47.61,130.69,107.71,141.85,152.51,91.42,118.26840648,195.86,39.205,97.73,136.6,203.88,138.5,124.01,364.73
2019-01-22,244.0,197.68,80.75,44.78,102.94,110.6,48.27,72.30587658,112.34,99.83,56.99,177.11,71.59,184.57,265.69,47.72,128.8,105.68,139.82,148.95,90.44,117.02669328,192.26,38.325,97.49,132.24,201.98,138.05,122.36,357.9
2019-01-23,245.72,196.9,80.5,45.46,102.68,111.12,47.94,71.93400144,111.39,99.71,57.76,176.89,71.71,186.09,267.02,48.27,128.8,106.71,140.74,149.75,94.84,126.93174395999999,192.29,38.48,98.71,131.82,201.56,137.01,123.02,358.61
2019-01-24,245.47,197.8,80.44,45.61,102.74,110.55,49.76,69.76949742000001,113.51,99.72,57.07,177.29,71.32,187.37,266.13,47.69,127.03,106.2,141.18,146.87,94.3,126.58788492000001,192.52,38.175,98.36,132.73,200.97,137.7,124.38,358.27
2019-01-25,247.39,200.74,80.61,46.13,103.39,111.09,47.04,69.5597217,113.22,100.77,56.4,180.4,71.89,184.0,268.05,47.37,128.23,107.17,141.71,149.74,93.6,127.96332108,195.9,39.44,96.94,136.86,198.77,138.67,124.98,364.2
2019-01-28,245.1,199.72,80.32,45.75,103.88,110.81,46.71,69.53111592,112.17,100.38,55.07,179.83,71.58,183.6,266.77,47.17,128.99,105.08,140.48,147.33,93.52,128.24987028,193.2,39.075,97.06,124.37,191.95,135.99,125.03,362.97
2019-01-29,245.71,200.5,80.22,45.96,104.17,110.9,46.54,69.82670898,111.83,100.96,53.28,179.69,71.5,182.17,267.34,47.4,130.33,102.94,141.74,145.18,93.54,128.30718012000003,196.95,38.67,96.71,126.53,192.11,135.0,124.82,364.91
2019-01-30,250.18,202.48,81.28,46.71,104.41,110.13,47.54,69.96020262,113.01,102.67,54.0,182.18,71.61,181.77,270.37,47.86,131.64,106.38,143.28,149.16,94.52,128.35493832,199.27,41.3125,94.8,130.11,184.86,137.6,125.88,387.72
2019-01-31,250.12,198.01,81.88,47.29,103.5,111.52,47.12,70.97094018,114.65,102.7,55.06,183.53,72.26,178.78,270.2,48.13,133.08,104.43,143.63,151.97,96.47,128.39314488,200.3,41.61,95.83,133.16,187.11,135.01,125.54,385.62
2019-02-01,250.48,196.54,81.51,47.34,103.88,111.3,48.73,72.8970627,118.37,103.06,54.55,184.37,71.88,176.72,268.72,48.7,134.2,102.78,144.71,155.87,97.47,128.0874924,199.16,41.63,93.86,130.91,187.07,140.15,126.49,387.43
2019-02-04,252.32,197.72,81.99,47.35,104.25,111.8,49.22,73.29754362,119.74,103.42,54.04,186.43,71.46,177.55,268.21,49.25,132.88,105.74,147.93,157.72,98.03,129.12862116,200.21,42.8125,94.77,130.88,186.18,141.5,126.04,397.0
2019-02-05,253.96,198.01,82.86,47.26,103.79,112.66,50.01,73.56453090000001,119.48,103.9,54.14,186.39,71.31,177.57,266.31,49.26,132.88,107.22,148.69,158.99,97.44,129.4724802,201.12,43.545,95.6,132.0,188.31,142.53,126.18,410.18
2019-02-06,253.87,196.62,82.71,47.48,103.74,111.41,49.9,73.79337714,118.88,104.96,53.79,184.72,71.47,176.18,269.5,49.26,133.0,106.03,148.9,158.13,97.92,130.20795648,202.57,43.56,95.64,130.54,190.76,141.49,125.55,411.11
2019-02-07,251.9,193.07,82.39,46.7,102.38,110.95,49.23,73.24986731999999,118.23,104.39,53.57,184.07,71.2,175.28,269.0,49.42,132.05,105.27,148.15,154.93,97.14,127.21829316,199.84,42.735,96.73,128.78,184.23,140.17,126.76,405.17
2019-02-08,251.32,191.67,82.36,47.19,101.36,111.51,48.84,73.91733552,117.58,104.52,53.95,184.54,70.12,174.75,261.9,49.5,132.4,105.67,148.61,156.67,97.71,127.71497844000001,199.82,42.6025,95.58,128.6,186.0,140.38,125.79,404.91
2019-02-11,250.94,191.33,83.68,47.58,100.88,109.44,48.77,73.14497945999999,116.95,105.41,54.05,182.92,70.47,174.26,257.14,49.61,132.0,105.25,148.48,159.91,98.27,127.98242436000001,200.91,42.3575,96.2,128.93,185.79,140.8,125.42,403.95
2019-02-12,254.53,194.49,84.71,47.89,102.6,109.2,50.01,74.87086151999999,118.72,107.0,54.42,185.52,71.56,173.97,263.5,49.66,134.16,106.89,150.36,162.79,99.26,129.95006220000002,206.57,42.7225,96.97,132.67,188.43,141.99,127.26,410.72
2019-02-13,255.8,194.69,85.4,47.5,103.09,110.2,50.47,75.34762452,119.57,107.56,54.48,188.41,72.43,174.15,263.8,49.79,134.45,106.81,151.48,160.4,99.24,131.35415328000002,209.72,42.545,97.94,133.1,188.98,143.49,128.04,410.58
2019-02-14,255.16,192.53,84.68,48.4,102.42,110.66,50.81,75.27134244,118.16,106.62,54.03,187.71,72.11,175.87,265.33,45.59,134.31,106.9,150.52,159.47,98.46,130.36078272,204.93,42.7,98.52,132.62,186.68,143.16,126.93,409.82
2019-02-15,258.65,198.5,85.38,49.43,105.55,112.59,51.66,76.10091006,119.35,107.38,55.16,192.39,73.43,179.97,271.13,45.24,136.38,108.22,153.32,159.05,98.48,131.84128692000002,208.86,42.605,99.99,136.2,188.34,144.91,128.74,417.97
2019-02-19,258.81,198.67,84.57,49.65,105.18,113.51,51.4,75.55740023999999,119.31,106.5,55.44,192.33,74.43,179.25,270.41,44.83,135.69,108.17,153.28,160.61,99.99,132.48124679999998,208.41,42.7325,102.2,135.8,186.97,144.44,129.1,416.26
2019-02-20,259.5,198.6,84.84,49.63,105.69,113.68,51.39,75.73857018000001,120.28,106.78,55.76,191.85,71.8,180.49,269.51,45.1,136.35,107.15,154.58,158.54,99.28,131.812632,208.53,43.0075,99.88,140.31,186.92,144.73,129.74,421.55
2019-02-21,258.53,196.36,83.95,49.41,105.47,114.29,51.41,76.11998058,119.14,106.61,56.15,191.82,70.47,182.81,266.4,45.86,135.42,109.41,152.61,159.63,99.78,131.65980576,207.77,42.765,99.39,138.88,185.5,144.0,129.82,417.58
2019-02-22,260.17,196.0,84.76,50.11,105.0,115.25,52.49,77.01629502,119.39,107.44,56.92,192.39,70.43,183.17,267.11,45.28,136.6,110.97,153.2,161.31,100.25,133.006587,209.35,43.2425,99.55,138.68,187.5,145.87,131.02,424.05
2019-02-25,260.89,198.65,85.17,50.79,106.1,113.59,53.1,76.64441988,119.62,106.93,56.78,189.98,71.31,182.61,264.6,44.94,136.2,111.59,154.06,161.36,99.57,133.20717144,210.58,43.5575,99.12,141.41,189.81,146.06,132.49,426.87
2019-02-26,260.54,198.9,85.8,51.18,105.29,113.5,53.23,76.98768924,119.94,106.94,56.64,188.3,71.48,183.21,262.98,44.69,136.11,112.36,153.92,163.0,99.83,133.45551408,209.38,43.5825,98.69,137.98,190.08,147.04,133.27,426.77
2019-02-27,259.87,198.1,86.17,51.59,105.16,112.78,53.24,76.87326612,120.08,107.42,56.72,183.67,71.37,183.36,250.08,44.94,135.87,112.17,154.6,163.12,98.91,132.93017387999998,209.03,43.7175,98.11,139.58,191.42,147.22,132.62,435.44
2019-02-28,259.28,196.7,85.73,51.77,104.36,112.84,52.96,77.51212854,119.58,107.74,56.92,185.14,71.19,183.84,242.22,45.34,136.64,112.03,154.07,163.65,98.55,131.93680332,207.39,43.2875,98.99,137.34,190.08,148.12,132.91,439.96
2019-03-01,260.42,198.2,87.16,51.41,104.43,114.01,53.3,77.8553979,122.03,108.9,56.96,185.17,66.61,185.05,246.15,45.38,138.35,112.53,155.72,164.53,98.44,132.9588288,207.49,43.7425,97.93,137.47,191.16,149.47,133.03,440.62
2019-03-04,258.28,195.98,85.64,51.16,104.19,114.33,53.94,77.58841062,122.12,109.0,56.24,183.81,64.74,180.59,236.02,45.65,138.48,112.26,154.5,158.5,98.87,132.22335252000002,206.86,43.9625,97.85,138.35,189.78,147.96,132.15,432.69
2019-03-05,258.19,196.0,85.44,51.3,104.11,114.0,53.68,77.9030742,123.29,108.85,56.08,184.0,63.4,181.35,241.43,45.6,138.77,111.7,154.15,156.97,99.09,131.69801232,203.84,43.8825,98.34,137.14,188.82,147.95,132.69,430.12
2019-03-06,256.87,194.74,85.13,51.67,103.72,114.85,52.95,77.00675976000001,123.53,108.98,55.68,184.45,61.1,182.03,239.07,45.45,139.09,111.75,153.74,156.79,98.93,130.83836472,202.8,43.63,98.26,134.83,183.15,147.81,131.8,424.46
2019-03-07,254.81,192.77,85.26,51.29,102.97,114.01,52.6,76.7111667,121.94,107.86,56.3,182.51,59.79,180.52,236.7,45.28,138.24,110.39,152.48,155.6,98.55,129.29099904,199.86,43.125,97.45,132.8,181.46,146.83,131.49,422.56
2019-03-08,254.71,195.24,84.8,51.07,103.01,113.81,52.48,76.0913748,121.62,107.98,56.53,181.23,59.9,179.5,237.29,44.84,138.06,110.51,151.59,155.06,98.41,129.03310476000001,200.89,43.2275,97.59,131.35,180.87,147.35,131.02,422.54
2019-03-11,256.76,195.97,85.82,51.92,104.35,114.75,53.35,77.11164762,123.62,109.56,57.58,182.44,60.68,181.08,243.15,46.18,138.56,112.83,153.19,157.65,99.58,131.53563444,207.1,44.725,98.48,133.11,184.14,150.67,131.87,400.01
2019-03-12,255.86,196.63,85.43,52.15,104.04,114.73,53.57,77.45491698000001,123.9,110.43,57.43,184.0,61.0,181.83,245.88,46.05,139.18,113.62,153.5,158.28,100.05,132.08007792,205.8,45.2275,98.37,132.48,184.18,151.73,132.72,375.41
2019-03-13,257.35,197.25,85.93,52.59,104.39,114.09,54.37,77.8077216,124.67,112.14,57.66,181.14,61.9,182.06,252.25,46.22,139.41,114.5,155.04,159.81,101.18,132.34752384,206.66,45.4275,99.03,133.5,187.35,152.47,133.0,377.14
2019-03-14,257.54,197.47,86.87,52.74,105.34,114.48,53.44,77.70283373999999,124.6,112.35,57.95,181.61,61.82,182.74,253.27,45.7,138.02,114.59,155.25,160.67,101.32,132.56721156,207.38,45.9325,98.22,133.69,187.76,154.2,133.06,373.3
2019-03-15,258.34,198.26,86.8,53.2,106.55,114.96,54.33,77.77911581999999,125.31,113.52,58.39,182.23,62.63,185.33,251.4,45.3,137.6,115.91,155.35,161.51,102.44,133.17851652000002,208.08,46.53,98.42,132.67,191.24,155.46,134.18,378.99
2019-03-18,258.99,202.47,87.82,53.51,107.19,113.12,54.1,77.56934009999999,125.88,113.55,58.07,183.42,63.08,183.95,255.0,45.41,137.17,117.57,156.93,161.95,101.51,133.92354444,208.49,47.005,99.66,134.1,191.31,154.96,134.94,372.28
2019-03-19,258.88,201.12,87.69,53.31,106.8,110.0,54.17,78.10331466,125.28,112.67,57.5,184.13,63.77,183.11,257.13,45.56,138.44,117.65,157.24,163.93,101.9,134.19099036,209.02,46.6325,99.85,134.15,191.49,154.59,132.93,373.43
2019-03-20,257.29,194.32,86.69,53.26,104.52,109.99,53.82,78.26541408,124.69,110.77,57.67,186.1,62.79,184.97,250.5,45.53,137.29,117.52,156.29,163.51,101.72,133.3408944,208.3,47.04,98.64,133.01,191.12,153.75,131.33,376.16
2019-03-21,259.58,194.58,88.01,53.94,102.87,108.66,54.64,79.0949817,125.86,111.82,58.29,189.97,63.6,186.37,252.02,45.51,138.1,120.22,158.45,166.95,102.49,135.09839616,209.61,48.7725,99.06,134.06,191.89,155.8,134.37,372.7
2019-03-22,254.96,188.96,82.19,52.74,99.76,108.23,53.26,78.46565454,123.09,109.46,59.76,188.75,62.41,186.81,247.09,45.93,136.91,117.05,155.83,161.5,101.66,133.19761979999998,204.66,47.7625,98.28,129.77,186.7,153.07,134.9,362.17
2019-03-25,255.07,188.51,82.33,52.73,98.93,107.79,52.78,78.52286609999999,122.89,109.04,60.08,189.68,61.69,185.72,246.86,46.03,136.61,117.66,155.93,160.88,101.96,132.93972552,203.21,47.185,98.17,131.38,186.59,153.03,134.95,370.46
2019-03-26,256.46,190.69,83.38,53.23,99.92,110.14,53.44,79.06637592,124.13,109.5,60.63,189.34,61.92,187.48,243.39,46.64,138.57,117.91,157.48,159.4,103.02,133.93309608,207.24,46.6975,98.32,131.84,188.27,155.3,134.98,370.38
2019-03-27,256.11,190.03,83.09,53.14,99.58,110.28,53.16,78.46565454,122.79,108.98,60.88,189.25,62.23,187.51,241.71,46.61,138.7,116.77,157.11,155.12,102.9,132.99703536,207.16,47.1175,97.21,131.2,186.32,154.22,136.35,374.21
2019-03-28,257.08,191.18,84.04,53.36,100.71,110.71,53.11,78.78985338,123.02,109.16,59.08,190.06,62.51,189.39,242.23,46.58,138.88,116.93,158.54,155.18,103.55,133.64654688,208.53,47.18,97.13,132.37,187.65,154.67,136.9,374.44
2019-03-29,259.13,191.99,84.21,53.99,101.23,111.03,53.7,79.30475742,123.18,109.3,59.13,191.89,63.27,189.9,247.26,46.86,139.79,117.94,158.92,158.37,104.05,134.7736404,207.78,47.4875,97.53,135.49,189.98,156.19,137.16,381.42
2019-04-01,262.39,196.74,85.23,54.98,104.64,112.51,54.51,79.42871579999999,124.94,111.7,59.09,195.64,63.49,188.39,245.54,46.72,138.98,119.02,161.47,161.18,103.64,136.8750012,211.94,47.81,97.82,140.25,191.77,157.26,138.02,391.54
2019-04-02,261.69,197.5,84.37,55.29,105.14,111.96,54.36,79.34289845999999,124.93,111.0,58.53,194.31,55.36,188.35,244.41,46.57,137.71,119.19,161.04,160.51,103.75,136.588452,212.13,48.505,96.94,140.19,192.43,157.78,136.81,390.75
