Date,DIA,GS.N,NKE.N,CSCO.OQ,JPM.N,DIS.N,INTC.OQ,MRK.N,CVX.N,AXP.N,VZ.N,HD.N,WBA.OQ,MCD.N,UNH.N,KO.N,JNJ.N,MSFT.OQ,HON.OQ,CRM.N,PG.N,IBM.N,MMM.N,AAPL.OQ,WMT.N,CAT.N,AMGN.OQ,V.N,TRV.N,BA.N
2020-07-20,266.82,211.71,95.65,46.97,97.3,117.79,61.15,75.71949966,85.27,94.0,55.87,260.17,40.46,191.61,303.46,46.12,149.6,211.6,153.39,195.09,125.24,120.70407468,156.37,98.3575,131.47,134.63,260.95,198.47,118.77,174.42
2020-07-21,268.34,212.02,98.36,47.02,99.41,118.62,60.7,75.22366614,91.39,96.33,55.84,262.42,40.41,192.98,305.11,47.2,149.74,208.75,154.76,190.8,125.07,120.40797384,157.8,97.0,132.33,135.87,257.91,196.48,120.42,178.63
2020-07-22,269.98,206.0,98.91,46.9,98.69,119.03,61.05,75.11877828,91.04,96.54,55.75,265.17,40.69,198.62,306.71,48.48,150.01,211.75,154.61,191.31,126.14,122.90095188,158.71,97.2725,132.66,136.98,256.98,198.86,122.24,179.79
2020-07-23,266.69,203.02,98.3,47.41,98.98,118.12,60.4,74.43223956,91.01,96.67,55.85,263.81,40.34,197.55,302.97,48.28,149.61,202.54,153.73,188.54,126.16,121.62103212,159.29,92.845,131.64,136.6,252.24,197.43,118.61,176.45
2020-07-24,264.69,201.47,98.43,46.4,98.28,117.61,50.59,73.51685459999999,90.13,95.33,56.85,265.31,40.51,198.72,300.79,48.49,148.12,201.3,149.43,188.49,125.96,120.15007956000001,159.84,92.615,131.24,137.58,247.98,195.15,118.28,173.76
2020-07-27,265.95,203.02,97.21,47.19,96.9,116.31,49.57,75.26180718,91.04,95.79,56.87,267.42,39.84,201.25,298.6,48.48,147.18,203.85,150.76,190.96,126.32,120.55124844,163.24,94.81,131.21,139.89,253.65,196.91,116.63,170.21
2020-07-28,263.93,201.62,96.27,46.28,97.32,116.18,49.24,75.98648693999999,89.11,94.42,57.48,265.28,40.68,196.24,299.93,48.18,146.83,202.02,152.01,189.5,127.88,118.88926308,155.33,93.2525,131.76,138.03,255.27,196.74,115.03,170.84
2020-07-29,265.5,202.58,96.97,46.71,99.68,115.61,48.07,75.6622881,90.07,96.69,57.45,264.66,41.16,196.21,306.68,48.02,146.54,204.06,154.58,193.61,128.31,119.70115247999999,156.25,95.04,130.69,140.53,248.85,198.58,116.85,166.01
2020-07-30,263.28,199.53,96.82,46.44,97.02,115.66,47.99,75.31901873999999,86.27,94.65,57.3,266.31,40.64,195.41,305.23,47.69,146.84,203.9,149.16,191.7,131.42,117.38965560000001,152.12,96.19,130.12,136.73,246.14,194.06,115.93,161.95
2020-07-31,264.35,197.96,97.61,47.1,96.64,116.94,47.73,76.51092623999999,83.94,93.32,57.48,265.49,40.71,194.28,302.78,47.24,145.76,205.01,149.37,194.85,131.12,117.42786216,150.47,106.26,129.4,132.88,244.67,190.4,114.42,158.0
2020-08-03,266.72,199.39,98.33,47.16,96.1,116.35,48.3,78.70403604,84.81,93.54,57.24,266.18,41.08,194.4,303.61,46.3,147.35,216.54,148.53,203.19,131.29,118.73643684000001,150.41,108.9375,129.3,131.78,247.36,190.69,114.4,162.27
2020-08-04,268.41,201.64,97.33,47.67,95.55,117.29,49.13,77.87446842,86.49,93.19,57.91,267.87,40.93,199.36,304.5,46.69,147.22,213.29,147.33,201.41,133.79,120.19783776,151.21,109.665,131.64,131.52,243.59,192.29,113.1,165.07
2020-08-05,272.0,204.52,100.94,47.33,97.21,127.61,48.92,77.84586263999999,87.2,95.39,57.54,267.48,40.81,199.26,312.47,47.22,148.4,212.94,150.82,202.64,133.44,119.8253238,155.35,110.0625,129.81,134.97,241.47,196.1,115.08,174.28
2020-08-06,273.9,204.25,100.45,47.77,97.24,130.82,48.57,77.2832823,87.47,95.92,57.83,269.37,40.89,203.18,314.06,47.48,147.55,216.35,152.58,207.79,132.71,120.46528368000001,156.0,113.9025,129.35,134.39,241.55,198.77,113.74,172.2
2020-08-07,274.62,208.27,101.86,47.43,99.38,129.93,48.03,77.25467651999999,86.8,99.16,58.53,271.64,41.52,204.6,317.03,47.8,148.6,212.48,155.11,201.05,133.55,119.35729343999999,158.33,111.1125,129.97,134.92,240.69,196.36,117.36,170.02
2020-08-10,278.14,209.38,105.41,47.73,100.64,128.79,49.22,77.14978866,89.73,101.62,58.99,274.73,42.86,204.12,319.1,47.72,148.03,208.25,159.43,197.16,134.1,121.41089604,161.44,112.7275,131.88,142.02,238.17,196.79,119.12,179.41
2020-08-11,277.19,211.06,105.12,47.19,103.82,130.49,48.19,77.14978866,89.62,103.26,58.51,274.92,41.85,205.0,315.55,47.93,146.97,203.38,160.28,191.99,133.23,121.067037,163.38,109.375,130.2,142.53,234.65,197.77,119.92,180.13
2020-08-12,280.04,212.13,105.22,48.1,102.94,131.79,49.19,78.83752968,90.72,101.68,58.6,281.58,41.82,206.02,322.27,48.43,149.66,209.19,160.07,192.62,135.46,121.01927880000001,164.26,113.01,131.89,142.57,241.72,198.74,118.86,175.44
2020-08-13,279.42,208.39,106.52,42.72,102.37,130.96,48.56,79.65756204,89.82,100.42,58.52,281.66,41.0,206.49,321.52,48.38,148.0,208.7,158.98,195.14,135.78,119.42415492,165.86,115.01,131.85,140.67,240.46,197.58,119.27,174.73
2020-08-14,279.8,207.97,106.43,42.5,102.41,130.53,48.89,79.60035048,90.35,100.41,58.79,280.55,41.91,207.03,323.7,48.45,148.24,208.9,160.28,193.46,135.1,119.65339428,166.1,114.9075,132.6,139.96,239.71,196.64,118.6,178.08
2020-08-17,278.95,203.07,105.66,42.09,99.71,129.37,48.93,80.82086376000001,90.77,97.55,58.78,288.24,41.175,208.67,320.51,48.21,148.99,210.28,158.76,196.74,135.5,118.86060816,164.71,114.6075,135.6,138.72,243.01,199.43,115.91,172.01
2020-08-18,278.2,201.31,106.97,41.98,98.32,128.92,48.65,80.63015856,87.63,96.67,59.18,285.0,40.76,210.32,316.81,48.42,150.09,211.49,157.38,204.01,136.51,119.31908688,164.38,115.5625,134.71,138.37,241.5,199.01,114.93,170.23
2020-08-19,277.43,203.02,108.39,41.87,98.55,127.77,48.33,81.07831578,86.39,96.89,59.05,282.86,40.25,209.51,315.4,47.37,150.39,209.7,156.85,205.11,135.77,118.28750976,163.97,115.7075,132.41,138.02,240.49,200.99,113.2,169.27
2020-08-20,277.87,201.85,108.01,42.31,97.37,128.12,49.17,81.07831578,84.81,96.72,58.96,280.68,39.71,209.88,313.33,47.35,151.42,214.58,156.17,209.51,136.85,117.6284466,162.97,118.275,130.57,137.48,238.73,204.15,112.53,169.58
2020-08-21,279.29,202.43,109.75,42.25,97.32,127.44,49.28,81.03063948,85.08,96.15,58.99,283.23,39.46,211.57,314.14,47.28,152.76,213.02,157.5,207.53,137.44,117.63799824,161.71,124.37,131.63,138.43,237.64,204.13,111.83,167.5
2020-08-24,283.18,207.34,111.83,42.18,100.06,130.69,49.14,81.45019092,87.2,99.33,59.57,286.75,39.74,212.62,308.84,47.97,152.15,213.69,159.37,208.46,138.51,120.04501152,163.53,125.8575,131.33,141.68,235.57,206.41,114.9,178.27
2020-08-25,282.62,206.0,111.51,41.96,100.5,129.79,49.43,81.69810768,86.13,99.05,59.42,286.13,39.5,212.65,312.22,47.91,152.06,216.47,164.53,216.05,139.06,119.05164096,163.1,124.825,130.63,141.15,248.22,208.1,115.62,174.73
2020-08-26,283.43,207.22,111.53,42.25,99.09,132.18,49.55,81.56461404000001,84.78,98.4,59.46,291.93,38.67,213.76,308.82,48.16,152.3,221.15,165.31,272.32,138.39,118.60271388000001,163.9,126.5225,130.7,141.83,250.18,210.26,113.54,171.9
2020-08-27,285.04,210.15,110.84,42.29,102.35,133.73,49.4,81.83160131999999,84.91,101.53,59.43,288.63,39.34,212.19,311.67,48.23,152.98,226.58,165.99,276.32,138.21,119.06119260000001,164.08,125.01,136.63,143.37,252.81,211.03,117.18,174.2
2020-08-28,286.7,207.71,112.29,42.2,102.77,135.54,50.43,81.6695019,85.63,102.54,59.26,286.29,38.76,214.91,314.37,49.83,153.64,228.91,168.38,271.1,138.77,119.46236148,165.66,124.8075,140.3,143.63,253.12,215.71,115.89,175.8
2020-08-31,284.28,204.87,111.89,42.22,100.19,131.87,50.95,81.30716201999999,83.93,101.59,59.27,285.04,38.02,213.52,312.55,49.53,153.41,225.53,165.55,272.65,138.33,117.78127284,163.02,129.04,138.85,142.31,253.32,211.99,116.04,171.82
2020-09-01,286.79,205.46,114.84,42.03,100.14,133.55,50.79,80.50620018000001,83.08,102.47,59.16,285.94,36.76,212.69,312.83,49.12,151.52,227.27,167.97,281.25,138.18,117.86723760000001,164.8,134.18,147.59,146.05,250.86,213.35,114.69,172.1
2020-09-02,291.21,210.04,116.8,42.42,101.65,135.39,52.25,82.89001518,83.19,104.4,60.53,287.2,37.17,216.23,320.24,51.19,153.83,231.65,172.47,276.69,140.51,122.43292152000001,169.51,131.4,147.68,149.27,258.12,216.48,117.48,174.78
2020-09-03,283.34,207.56,112.85,40.95,101.33,133.24,50.39,81.51693773999999,82.28,104.46,60.61,274.63,37.09,213.8,316.23,50.48,149.55,217.3,166.3,265.01,138.26,118.87015980000001,166.31,120.88,144.54,146.76,247.91,208.96,115.35,168.77
2020-09-04,281.77,210.94,112.4,40.82,103.52,131.99,50.08,81.27855624,81.93,105.67,60.48,269.66,36.89,211.73,312.0,51.04,148.59,214.25,166.69,254.7,137.96,116.8165572,165.77,120.96,142.83,148.18,248.4,204.66,116.57,171.05
2020-09-08,275.42,202.48,112.72,40.0,99.92,134.2,48.91,79.45732158,78.97,103.67,59.96,269.26,36.1,213.58,307.25,49.81,147.26,202.66,164.27,241.27,135.94,115.77542844,163.17,112.82,138.45,148.52,241.18,200.12,113.74,161.08
2020-09-09,279.85,202.22,114.9,40.13,100.87,133.36,49.62,80.93528687999999,80.03,103.78,60.04,277.04,35.35,215.71,312.02,50.19,149.7,211.29,165.75,250.43,138.15,116.77835064000001,165.7,117.32,139.89,152.69,245.57,204.06,113.63,160.78
2020-09-10,275.79,200.01,114.79,39.57,99.83,133.22,48.96,79.68616782,78.15,102.77,59.53,272.7,34.67,217.24,304.6,50.0,146.91,205.37,164.27,247.8,136.7,115.15457184,163.15,113.49,136.81,149.86,240.64,201.54,111.8,157.69
2020-09-11,277.09,200.92,118.0,39.88,101.07,131.75,49.28,80.55387648,77.69,103.36,59.79,276.33,34.7,218.0,301.48,51.06,147.78,204.03,166.45,243.1,138.14,116.01421943999999,166.17,112.0,136.7,153.83,243.21,200.68,113.4,160.23
2020-09-14,280.53,201.34,119.28,40.37,102.47,131.25,49.41,80.24874815999999,77.29,107.27,60.32,280.65,35.11,220.56,308.57,50.71,148.35,205.41,168.47,246.64,138.63,116.61597276,168.46,115.355,137.32,153.51,246.75,204.98,114.46,165.35
2020-09-15,280.58,198.0,119.27,40.6,99.28,131.24,50.0,80.29642446,76.35,106.68,60.6,285.58,35.27,222.37,307.23,51.05,148.89,208.78,168.3,251.68,138.63,116.95028016,166.57,115.54,137.36,148.6,248.35,205.39,112.15,163.49
2020-09-16,281.03,200.68,118.59,40.42,99.7,132.09,50.37,81.59321981999999,78.56,105.98,60.37,281.63,36.28,224.81,306.52,50.79,148.4,205.05,170.0,250.6,137.7,118.65047208,169.51,112.13,136.26,151.11,247.76,205.13,113.17,167.46
2020-09-17,279.57,194.83,116.36,40.37,98.56,130.22,50.32,81.65996664,78.79,104.66,60.59,279.96,37.21,222.58,304.98,50.55,147.17,202.91,170.34,244.53,137.52,119.31908688,172.38,110.34,136.69,153.87,248.08,205.27,112.6,167.53
2020-09-18,276.52,194.86,114.66,39.81,98.35,128.63,49.89,81.82206606,78.21,103.44,60.35,275.19,36.93,220.27,308.02,50.45,149.18,200.39,168.7,242.78,137.37,117.25593264000001,169.55,106.84,135.29,152.39,247.72,202.61,111.61,161.14
2020-09-21,271.44,194.0,113.37,39.04,95.31,125.41,49.72,79.26661637999999,76.3,98.17,59.61,272.35,35.79,216.41,299.19,49.09,145.1,202.54,161.37,245.05,136.71,114.85847100000001,161.36,110.08,137.07,145.33,243.19,197.45,109.45,156.35
2020-09-22,272.81,191.62,116.87,39.32,94.27,127.21,49.95,79.08544644,75.53,98.48,59.82,273.31,35.72,216.41,294.26,49.66,144.21,207.42,162.68,247.78,137.96,115.10681364000001,162.34,111.81,138.31,147.15,247.5,200.56,109.25,156.8
2020-09-23,267.58,186.12,127.11,38.28,92.74,123.28,48.82,78.78985338,71.95,95.56,58.91,266.55,35.06,214.97,292.14,48.21,144.44,200.59,158.79,235.99,136.31,113.50213812,159.51,107.12,135.99,144.38,242.59,195.37,107.49,151.18
2020-09-24,268.1,195.11,124.75,37.85,92.66,122.49,49.16,79.2856869,71.8,95.45,59.19,265.7,35.03,216.12,292.66,48.7,144.67,203.19,158.76,237.55,136.92,112.79531676,160.42,108.22,136.7,145.14,240.32,195.52,107.82,146.05
2020-09-25,271.7,194.95,124.23,38.45,93.47,124.0,49.94,79.07591118,71.83,96.26,59.39,268.55,35.43,218.18,302.5,48.72,145.66,207.82,161.49,242.74,137.62,113.6167578,160.27,112.28,137.27,145.91,243.82,197.25,108.11,156.03
2020-09-28,275.9,199.07,124.32,39.13,96.16,125.99,51.43,78.91381176,73.93,98.82,59.36,272.33,36.07,220.26,303.23,49.28,147.11,209.44,164.64,246.67,138.01,116.27211372000001,161.66,114.96,137.25,147.68,247.03,200.32,110.22,166.08
2020-09-29,274.42,196.79,126.35,39.06,95.35,125.4,51.19,78.0937794,71.9,97.75,59.24,272.11,35.38,218.68,304.15,48.92,147.06,207.26,164.51,247.45,137.26,115.51753416,159.81,114.09,137.14,147.41,248.3,199.44,107.44,163.6
2020-09-30,277.5,200.97,125.54,39.39,96.27,124.08,51.78,79.0949817,72.0,100.25,59.49,277.71,35.92,219.49,311.77,49.37,148.88,210.33,164.61,251.32,138.99,116.21480388,160.18,115.81,139.91,149.15,254.16,199.97,108.19,165.26
2020-10-01,278.14,198.55,126.64,38.8,96.97,123.31,52.24,77.84586263999999,70.42,101.33,59.45,277.62,35.87,219.59,313.07,49.18,147.32,212.46,163.68,253.45,139.24,115.66080876000001,158.79,116.79,143.08,146.71,255.39,203.35,107.81,167.86
2020-10-02,276.8,199.9,126.64,38.27,97.89,122.55,51.01,77.0449008,71.19,101.61,59.24,279.31,35.77,222.67,311.98,49.36,146.24,206.19,165.61,247.85,138.12,115.16412348,160.36,113.02,140.5,149.94,245.41,201.46,108.58,168.08
2020-10-05,281.51,201.8,127.91,38.57,99.04,123.37,51.69,77.46445224,72.7,103.89,59.66,282.1,36.62,226.07,318.15,49.38,148.23,210.38,168.72,251.53,139.39,116.53955964000001,162.75,116.5,141.8,153.49,256.01,203.54,111.91,171.2
2020-10-06,277.72,201.09,127.65,38.57,98.02,120.93,51.37,75.92927537999999,72.3,101.76,59.46,276.47,35.95,224.09,314.45,48.94,146.26,205.91,166.89,250.14,139.61,116.50135308,162.23,113.16,140.63,151.53,252.69,200.45,111.53,159.54
2020-10-07,282.92,203.6,130.06,39.4,99.73,122.91,52.67,76.32022104,73.78,103.38,59.61,282.79,36.49,226.48,323.17,49.56,147.88,209.83,171.55,259.98,140.7,118.50719748,166.49,115.08,140.89,154.77,257.67,202.47,113.8,164.61
2020-10-08,284.29,207.98,129.71,39.79,101.78,123.09,53.37,76.73977248,75.22,106.06,59.19,284.52,37.07,225.8,322.41,50.46,148.89,210.58,173.78,260.22,141.65,125.59451436,167.71,114.97,141.36,156.66,240.09,202.98,115.62,168.0
2020-10-09,285.93,207.54,130.98,39.85,101.2,124.98,52.82,76.62534936,74.0,106.34,59.33,285.92,36.34,224.83,327.84,50.81,150.97,215.81,174.38,265.98,142.92,122.06040756,169.3,116.97,142.78,158.94,236.7,206.64,115.83,167.33
2020-10-12,288.46,214.12,129.46,40.36,102.44,124.97,53.88,76.62534936,74.51,106.61,59.55,286.91,36.93,226.11,329.97,51.09,151.84,221.4,175.36,267.07,144.49,121.50641243999999,168.65,124.4,144.25,162.61,239.51,206.4,116.54,167.35
2020-10-13,286.74,210.81,129.2,39.81,100.78,128.96,53.83,76.95908345999999,73.4,105.01,59.36,290.36,36.18,227.35,331.42,50.22,148.36,222.86,171.55,266.83,144.21,119.49101639999999,166.63,121.1,146.23,162.12,239.34,204.32,112.89,162.14
2020-10-14,285.13,211.23,127.66,39.89,100.22,126.59,53.55,76.76837826,72.95,104.81,58.43,287.09,35.91,227.62,321.85,50.12,148.1,220.86,173.47,261.83,144.04,120.29335415999999,168.4,121.19,143.94,163.61,237.65,202.2,112.03,163.24
2020-10-15,285.04,208.6,129.0,39.97,101.72,127.36,53.85,75.38576556,73.51,104.43,58.16,287.54,37.64,229.64,324.57,49.99,147.19,219.66,172.61,257.72,143.83,119.29043196,169.08,120.71,144.53,165.04,235.01,199.55,112.64,164.24
2020-10-16,285.97,206.21,128.0,40.16,101.51,126.81,54.16,76.11998058,72.89,104.91,58.05,287.66,37.41,229.37,329.9,50.03,148.1,219.66,174.86,258.55,144.39,120.28380252000001,170.97,119.02,144.71,168.75,235.72,200.26,113.32,167.35
2020-10-19,282.03,205.69,127.43,39.3,99.8,124.23,54.58,75.01389042,71.28,102.47,57.3,283.73,36.97,226.0,324.22,49.62,144.32,214.22,171.59,255.01,141.91,119.89218527999999,169.55,115.98,142.95,167.53,230.71,196.97,111.84,167.11
2020-10-20,282.95,208.03,128.49,39.2,100.37,124.95,53.43,74.63248001999999,71.68,103.14,57.25,286.04,37.49,227.45,323.41,50.25,144.55,214.65,173.26,255.97,142.48,112.10759868000001,170.95,117.51,143.9,168.99,231.1,197.7,118.11,167.24
2020-10-21,281.97,202.91,129.43,39.06,99.37,126.63,53.5,74.44177481999999,70.87,101.43,56.75,284.51,37.39,228.19,322.79,49.99,143.93,214.8,172.87,254.23,143.25,109.90116984000001,169.17,116.87,144.4,167.4,228.97,198.43,125.0,163.86
2020-10-22,283.65,205.4,130.02,38.82,102.88,127.56,53.9,75.52879445999999,73.4,104.79,57.33,281.16,37.51,229.15,325.73,50.68,145.08,214.89,176.85,249.67,141.45,110.56978464000001,170.71,115.75,143.55,169.66,227.98,197.99,126.14,169.07
2020-10-23,283.34,205.04,129.99,38.82,103.81,128.35,48.2,76.11998058,72.57,100.98,57.96,283.0,38.04,228.71,330.6,50.52,145.24,216.23,175.54,250.52,142.38,110.799024,169.8,115.04,143.85,168.59,227.16,198.01,125.97,167.36
2020-10-26,277.0,201.14,128.37,37.67,101.24,124.06,46.72,75.17598984,70.94,96.88,57.81,276.04,37.21,224.27,323.06,49.8,143.97,210.08,170.17,241.98,141.3,107.18850408,166.16,115.05,142.16,163.2,224.89,193.07,121.54,160.83
2020-10-27,274.66,195.68,127.99,36.87,99.33,123.31,45.64,74.36549274,69.51,94.93,57.38,276.84,36.0,222.97,320.51,49.9,143.15,213.25,166.75,250.3,142.36,105.60293184,161.03,116.6,142.87,157.91,223.46,190.06,119.09,155.24
2020-10-28,265.48,189.77,122.08,35.71,96.54,118.47,44.25,72.63961068,66.88,91.6,56.31,269.72,34.59,214.69,308.0,47.96,138.36,202.68,161.16,238.43,137.66,101.86824060000001,158.53,111.2,140.04,151.16,216.38,180.87,121.5,148.14
2020-10-29,266.59,189.94,122.86,35.69,97.17,121.54,44.11,72.36308814,68.8,91.07,56.76,269.63,33.52,214.95,303.68,48.02,137.19,204.72,164.6,237.14,137.57,104.02691124,158.48,115.32,139.92,154.67,217.82,184.87,122.46,148.29
2020-10-30,265.06,189.04,120.08,35.9,98.04,121.25,44.28,71.71469046,69.5,91.24,56.99,266.71,34.04,213.0,305.14,48.06,137.11,202.47,164.95,232.27,137.1,106.65361224,159.96,108.86,138.75,157.05,216.94,181.71,120.71,144.39
2020-11-02,269.2,190.2,122.39,35.9,100.25,120.13,44.46,73.14497945999999,72.15,93.4,57.7,270.74,35.79,212.56,312.1,48.62,138.69,202.33,173.61,232.45,138.5,107.84756724,162.94,108.77,140.4,163.27,220.21,184.74,123.92,148.6
2020-11-03,274.65,197.93,124.59,36.68,103.41,124.02,44.85,73.34521992,71.74,96.29,57.75,277.37,37.37,216.8,321.35,49.35,138.5,206.43,179.21,237.13,141.22,109.04152223999999,165.51,110.44,142.78,167.69,220.06,188.34,126.34,153.65
2020-11-04,278.51,197.87,127.34,36.57,100.25,125.07,45.7,76.87326612,71.77,96.4,57.22,282.72,36.295,214.87,354.56,49.17,139.4,216.39,178.91,250.74,140.64,106.88285160000001,160.16,114.95,141.96,155.23,230.33,193.97,123.4,151.63
2020-11-05,283.91,202.96,129.7,37.23,104.35,126.96,45.68,76.72070196,72.14,98.11,58.15,285.85,37.53,216.31,354.4,49.44,139.76,223.29,183.28,260.22,142.38,109.62417228,163.2,119.03,143.47,163.09,231.97,197.64,127.51,157.09
2020-11-06,283.22,201.26,128.9,37.53,102.96,127.46,45.39,76.62534936,71.15,96.69,58.53,284.24,37.31,216.56,347.46,49.45,142.25,223.72,184.27,260.15,143.23,108.92690256,163.02,118.69,145.77,161.29,231.67,198.47,127.0,157.74
2020-11-09,291.72,214.93,128.95,38.2,116.9,142.59,45.6,76.758843,79.4,117.37,59.84,269.97,39.785,213.22,350.0,52.57,146.08,218.39,196.99,259.28,137.99,110.35009692,163.43,116.32,143.54,170.82,235.0,212.68,134.28,179.36
2020-11-10,294.51,217.47,127.71,38.72,116.52,142.11,45.44,77.34049386,83.07,115.95,61.1,275.57,42.35,213.32,353.69,53.98,148.28,211.01,201.98,247.66,140.26,112.62338724,169.14,115.97,145.56,172.3,241.6,213.31,136.36,188.69
2020-11-11,294.11,218.05,127.66,39.33,114.78,137.82,46.35,77.29281756,82.46,111.12,61.0,277.75,41.44,218.02,351.7,53.58,147.8,216.55,199.29,254.18,142.07,111.9452208,169.21,119.49,147.98,169.46,240.69,212.7,134.96,182.15
2020-11-12,291.05,214.51,126.64,38.67,113.37,135.52,44.95,76.14858636,80.67,111.1,60.79,276.24,40.77,213.07,354.41,53.01,148.3,215.44,197.24,249.42,142.15,109.36627800000001,167.05,119.21,148.23,169.13,237.14,208.26,132.4,176.72
2020-11-13,295.15,219.08,128.28,41.4,114.08,138.36,45.46,77.32142334,83.03,114.99,61.06,277.17,42.71,213.28,355.67,53.45,149.9,216.51,201.54,249.51,144.28,111.6109134,169.79,119.26,150.54,171.71,237.36,210.48,134.63,187.11
2020-11-16,299.98,222.38,130.11,42.54,117.3,144.67,46.19,76.45371468,88.96,118.67,60.89,279.57,44.1,216.73,356.82,53.85,150.85,217.23,208.59,249.89,142.43,113.05321104000001,173.86,120.3,152.44,173.19,236.66,212.7,136.29,202.4
2020-11-17,298.31,224.65,132.21,41.88,116.11,144.5,45.53,77.712369,87.04,116.48,60.75,272.47,39.855,216.01,352.1,53.68,149.35,214.46,205.33,256.17,141.88,112.4228028,173.64,119.39,149.37,171.91,232.44,210.71,135.04,210.05
2020-11-18,294.76,224.3,131.63,41.32,115.25,143.9,45.06,76.5204615,84.28,114.24,60.32,269.83,38.23,215.52,344.51,52.61,147.37,211.08,201.11,257.16,139.7,111.53450028,171.4,118.03,149.09,172.74,227.76,207.83,134.37,203.3
2020-11-19,295.33,224.57,131.91,41.17,115.56,141.72,45.62,76.65395514,85.73,114.14,60.21,270.93,37.85,215.11,337.0,53.13,147.14,212.42,202.72,264.65,139.53,111.92611752,171.61,118.64,152.12,172.9,224.67,207.57,133.87,205.67
2020-11-20,292.53,223.35,132.98,40.97,114.57,141.07,45.39,76.7111667,85.79,112.58,60.04,269.81,37.53,214.09,334.7,52.67,146.36,210.39,202.0,258.04,139.3,111.69687816,172.89,117.34,150.24,172.23,223.17,203.88,134.55,199.62
2020-11-23,295.89,228.83,134.13,41.64,117.87,145.98,46.06,76.54906728,91.03,116.09,60.23,271.4,37.98,217.0,335.06,52.68,143.87,210.11,204.58,257.64,138.76,114.70564476,174.14,113.85,150.93,174.78,222.22,208.16,134.63,211.53
2020-11-24,300.43,237.5,134.7,42.61,123.32,151.49,47.01,76.41557364,95.62,120.39,60.64,273.31,38.52,219.71,336.01,53.22,143.87,213.86,207.89,260.84,138.31,118.84150488,177.08,115.17,151.36,176.9,220.46,209.68,136.39,218.49
2020-11-25,298.74,236.54,135.54,42.5,122.03,149.09,47.05,76.33929156,92.14,120.58,60.41,273.96,39.07,219.34,333.19,52.93,143.68,213.87,207.68,246.82,138.68,118.6313688,177.12,116.03,151.83,174.63,220.31,210.89,136.02,217.61
2020-11-27,299.24,235.4,134.25,42.7,121.22,147.13,47.45,76.14858636,91.31,120.59,60.58,275.99,39.0,218.33,337.94,52.7,144.0,215.23,209.41,247.63,138.61,118.7746434,176.89,116.59,151.6,175.08,224.81,211.0,134.44,216.5
2020-11-30,296.62,230.58,134.7,43.02,117.88,148.01,48.35,76.65395514,87.18,118.59,60.41,277.41,38.01,217.44,336.34,51.6,144.68,214.07,203.92,245.8,138.87,117.98185728,172.73,119.05,152.79,173.59,222.04,210.35,129.65,210.71
2020-12-01,298.44,232.08,135.44,43.54,119.74,149.44,49.56,77.7600453,87.45,119.93,60.58,276.6,38.46,216.14,341.19,52.04,147.45,216.21,206.2,241.35,139.37,117.63799824,170.52,122.72,152.64,173.26,225.08,211.2,133.41,213.01
2020-12-02,299.18,237.65,135.58,43.89,122.04,153.61,49.9,78.02703258,89.87,122.33,61.36,271.1,39.84,210.86,347.56,52.11,148.14,215.37,208.0,220.78,138.36,119.03253768,171.85,123.08,150.52,173.87,226.56,210.18,134.04,223.85
2020-12-03,300.06,235.47,136.96,44.11,121.24,153.24,50.99,77.6646927,89.8,123.12,61.74,268.14,42.82,211.51,348.68,52.78,149.0,214.24,208.22,220.97,137.34,118.06782204,171.83,122.94,149.3,174.63,226.91,208.05,135.09,237.2
2020-12-04,302.59,239.58,137.19,44.38,122.34,154.14,51.985,78.13192044,93.28,125.04,61.55,263.99,43.41,210.74,349.89,53.85,150.27,214.36,212.68,225.86,137.47,121.49686080000001,172.46,122.25,148.91,182.21,229.21,212.68,136.16,232.71
2020-12-07,301.1,238.45,138.75,44.35,121.88,153.68,50.2,78.67543026,90.76,123.94,61.35,262.64,42.43,208.89,347.86,52.99,148.97,214.29,211.1,227.7,137.68,119.1089508,170.15,123.75,148.11,178.71,226.45,212.65,133.9,238.17
2020-12-08,302.2,238.84,139.12,44.37,122.0,153.72,50.69,79.31429268000001,91.54,123.52,61.45,261.72,41.99,208.39,347.86,53.18,151.55,216.01,212.07,227.86,138.05,120.07366644,172.46,124.38,149.45,178.84,228.94,212.77,135.26,236.57
2020-12-09,300.88,242.82,138.79,44.69,121.05,154.43,50.07,79.59081522,90.44,121.69,61.46,265.58,41.77,208.69,344.41,53.33,153.1,211.8,212.24,220.57,136.41,121.10524356,175.29,121.78,148.27,180.07,229.85,209.58,134.91,232.06
2020-12-10,300.54,244.4,137.58,44.32,120.27,154.69,50.26,79.13312273999999,93.35,121.84,60.51,264.81,41.65,208.04,339.65,53.05,152.25,210.52,211.97,222.92,135.51,119.35729343999999,173.49,123.24,147.04,178.85,228.16,207.61,136.71,234.43
2020-12-11,300.93,239.99,137.41,44.32,119.56,175.72,49.73,79.10451696,92.45,120.23,60.35,264.55,41.53,207.76,337.07,53.35,152.95,213.26,214.63,222.42,136.51,118.69823028,174.02,122.41,147.0,179.29,227.4,206.24,134.95,230.33
2020-12-14,299.1,237.79,136.28,44.24,118.3,169.3,50.47,76.58720831999999,89.44,117.36,59.98,265.58,41.48,211.92,336.13,53.27,149.07,214.2,211.85,221.27,135.85,117.99140892,173.08,121.78,145.65,178.05,229.46,207.25,133.99,228.62
